node_id,values,exprs,parent_values,parent_exprs,parent_id,depth
1429,"(3,)","('(6+((4-6)-1))',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1430,"(9,)","('(6-((4-6)-1))',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1431,"(-9,)","('(((4-6)-1)-6)',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1432,"(-18,)","('(6*((4-6)-1))',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1433,"(-2.0,)","('(6/((4-6)-1))',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1434,"(-0.5,)","('(((4-6)-1)/6)',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1435,"(3,)","('(((4-6)-1)+6)',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1436,"(-18,)","('(((4-6)-1)*6)',)","(6, -3)","('6', '((4-6)-1)')",133.0,3
1437,"(4,)","('(6+(1*(4-6)))',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1438,"(8,)","('(6-(1*(4-6)))',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1439,"(-8,)","('((1*(4-6))-6)',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1440,"(-12,)","('(6*(1*(4-6)))',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1441,"(-3.0,)","('(6/(1*(4-6)))',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1442,"(-0.3333333333333333,)","('((1*(4-6))/6)',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1443,"(4,)","('((1*(4-6))+6)',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1444,"(-12,)","('((1*(4-6))*6)',)","(6, -2)","('6', '(1*(4-6))')",134.0,3
1445,"(5.5,)","('(6+(1/(4-6)))',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1446,"(6.5,)","('(6-(1/(4-6)))',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1447,"(-6.5,)","('((1/(4-6))-6)',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1448,"(-3.0,)","('(6*(1/(4-6)))',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1449,"(-12.0,)","('(6/(1/(4-6)))',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1450,"(-0.08333333333333333,)","('((1/(4-6))/6)',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1451,"(5.5,)","('((1/(4-6))+6)',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1452,"(-3.0,)","('((1/(4-6))*6)',)","(6, -0.5)","('6', '(1/(4-6))')",135.0,3
1453,"(4.0,)","('(6+((4-6)/1))',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1454,"(8.0,)","('(6-((4-6)/1))',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1455,"(-8.0,)","('(((4-6)/1)-6)',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1456,"(-12.0,)","('(6*((4-6)/1))',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1457,"(-3.0,)","('(6/((4-6)/1))',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1458,"(-0.3333333333333333,)","('(((4-6)/1)/6)',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1459,"(4.0,)","('(((4-6)/1)+6)',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1460,"(-12.0,)","('(((4-6)/1)*6)',)","(6, -2.0)","('6', '((4-6)/1)')",136.0,3
1461,"(5,)","('((4-6)+(6+1))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1462,"(-9,)","('((4-6)-(6+1))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1463,"(9,)","('((6+1)-(4-6))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1464,"(-14,)","('((4-6)*(6+1))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1465,"(-0.2857142857142857,)","('((4-6)/(6+1))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1466,"(-3.5,)","('((6+1)/(4-6))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1467,"(5,)","('((6+1)+(4-6))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1468,"(-14,)","('((6+1)*(4-6))',)","(-2, 7)","('(4-6)', '(6+1)')",137.0,3
1469,"(4,)","('((4-6)+(6*1))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1470,"(-8,)","('((4-6)-(6*1))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1471,"(8,)","('((6*1)-(4-6))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1472,"(-12,)","('((4-6)*(6*1))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1473,"(-0.3333333333333333,)","('((4-6)/(6*1))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1474,"(-3.0,)","('((6*1)/(4-6))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1475,"(4,)","('((6*1)+(4-6))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1476,"(-12,)","('((6*1)*(4-6))',)","(-2, 6)","('(4-6)', '(6*1)')",138.0,3
1477,"(5,)","('(1+(6+(4-6)))',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1478,"(-3,)","('(1-(6+(4-6)))',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1479,"(3,)","('((6+(4-6))-1)',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1480,"(4,)","('(1*(6+(4-6)))',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1481,"(0.25,)","('(1/(6+(4-6)))',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1482,"(4.0,)","('((6+(4-6))/1)',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1483,"(5,)","('((6+(4-6))+1)',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1484,"(4,)","('((6+(4-6))*1)',)","(1, 4)","('1', '(6+(4-6))')",139.0,3
1485,"(9,)","('(1+(6-(4-6)))',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1486,"(-7,)","('(1-(6-(4-6)))',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1487,"(7,)","('((6-(4-6))-1)',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1488,"(8,)","('(1*(6-(4-6)))',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1489,"(0.125,)","('(1/(6-(4-6)))',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1490,"(8.0,)","('((6-(4-6))/1)',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1491,"(9,)","('((6-(4-6))+1)',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1492,"(8,)","('((6-(4-6))*1)',)","(1, 8)","('1', '(6-(4-6))')",140.0,3
1493,"(-7,)","('(1+((4-6)-6))',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1494,"(9,)","('(1-((4-6)-6))',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1495,"(-9,)","('(((4-6)-6)-1)',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1496,"(-8,)","('(1*((4-6)-6))',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1497,"(-0.125,)","('(1/((4-6)-6))',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1498,"(-8.0,)","('(((4-6)-6)/1)',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1499,"(-7,)","('(((4-6)-6)+1)',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1500,"(-8,)","('(((4-6)-6)*1)',)","(1, -8)","('1', '((4-6)-6)')",141.0,3
1501,"(-11,)","('(1+(6*(4-6)))',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1502,"(13,)","('(1-(6*(4-6)))',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1503,"(-13,)","('((6*(4-6))-1)',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1504,"(-12,)","('(1*(6*(4-6)))',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1505,"(-0.08333333333333333,)","('(1/(6*(4-6)))',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1506,"(-12.0,)","('((6*(4-6))/1)',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1507,"(-11,)","('((6*(4-6))+1)',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1508,"(-12,)","('((6*(4-6))*1)',)","(1, -12)","('1', '(6*(4-6))')",142.0,3
1509,"(-2.0,)","('(1+(6/(4-6)))',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1510,"(4.0,)","('(1-(6/(4-6)))',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1511,"(-4.0,)","('((6/(4-6))-1)',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1512,"(-3.0,)","('(1*(6/(4-6)))',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1513,"(-0.3333333333333333,)","('(1/(6/(4-6)))',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1514,"(-3.0,)","('((6/(4-6))/1)',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1515,"(-2.0,)","('((6/(4-6))+1)',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1516,"(-3.0,)","('((6/(4-6))*1)',)","(1, -3.0)","('1', '(6/(4-6))')",143.0,3
1517,"(0.6666666666666667,)","('(1+((4-6)/6))',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1518,"(1.3333333333333333,)","('(1-((4-6)/6))',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1519,"(-1.3333333333333333,)","('(((4-6)/6)-1)',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1520,"(-0.3333333333333333,)","('(1*((4-6)/6))',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1521,"(-3.0,)","('(1/((4-6)/6))',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1522,"(-0.3333333333333333,)","('(((4-6)/6)/1)',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1523,"(0.6666666666666667,)","('(((4-6)/6)+1)',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1524,"(-0.3333333333333333,)","('(((4-6)/6)*1)',)","(1, -0.3333333333333333)","('1', '((4-6)/6)')",144.0,3
1525,"(5,)","('(6+((4-6)+1))',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1526,"(7,)","('(6-((4-6)+1))',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1527,"(-7,)","('(((4-6)+1)-6)',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1528,"(-6,)","('(6*((4-6)+1))',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1529,"(-6.0,)","('(6/((4-6)+1))',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1530,"(-0.16666666666666666,)","('(((4-6)+1)/6)',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1531,"(5,)","('(((4-6)+1)+6)',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1532,"(-6,)","('(((4-6)+1)*6)',)","(6, -1)","('6', '((4-6)+1)')",145.0,3
1533,"(4,)","('(6+((4-6)*1))',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1534,"(8,)","('(6-((4-6)*1))',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1535,"(-8,)","('(((4-6)*1)-6)',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1536,"(-12,)","('(6*((4-6)*1))',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1537,"(-3.0,)","('(6/((4-6)*1))',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1538,"(-0.3333333333333333,)","('(((4-6)*1)/6)',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1539,"(4,)","('(((4-6)*1)+6)',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1540,"(-12,)","('(((4-6)*1)*6)',)","(6, -2)","('6', '((4-6)*1)')",146.0,3
1541,"(5,)","('(1+((4-6)+6))',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1542,"(-3,)","('(1-((4-6)+6))',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1543,"(3,)","('(((4-6)+6)-1)',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1544,"(4,)","('(1*((4-6)+6))',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1545,"(0.25,)","('(1/((4-6)+6))',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1546,"(4.0,)","('(((4-6)+6)/1)',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1547,"(5,)","('(((4-6)+6)+1)',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1548,"(4,)","('(((4-6)+6)*1)',)","(1, 4)","('1', '((4-6)+6)')",147.0,3
1549,"(-11,)","('(1+((4-6)*6))',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1550,"(13,)","('(1-((4-6)*6))',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1551,"(-13,)","('(((4-6)*6)-1)',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1552,"(-12,)","('(1*((4-6)*6))',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1553,"(-0.08333333333333333,)","('(1/((4-6)*6))',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1554,"(-12.0,)","('(((4-6)*6)/1)',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1555,"(-11,)","('(((4-6)*6)+1)',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1556,"(-12,)","('(((4-6)*6)*1)',)","(1, -12)","('1', '((4-6)*6)')",148.0,3
1557,"(9,)","('((6-4)+(1+6))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1558,"(-5,)","('((6-4)-(1+6))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1559,"(5,)","('((1+6)-(6-4))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1560,"(14,)","('((6-4)*(1+6))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1561,"(0.2857142857142857,)","('((6-4)/(1+6))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1562,"(3.5,)","('((1+6)/(6-4))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1563,"(9,)","('((1+6)+(6-4))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1564,"(14,)","('((1+6)*(6-4))',)","(2, 7)","('(6-4)', '(1+6)')",149.0,3
1565,"(-3,)","('((6-4)+(1-6))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1566,"(7,)","('((6-4)-(1-6))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1567,"(-7,)","('((1-6)-(6-4))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1568,"(-10,)","('((6-4)*(1-6))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1569,"(-0.4,)","('((6-4)/(1-6))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1570,"(-2.5,)","('((1-6)/(6-4))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1571,"(-3,)","('((1-6)+(6-4))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1572,"(-10,)","('((1-6)*(6-4))',)","(2, -5)","('(6-4)', '(1-6)')",150.0,3
1573,"(7,)","('((6-4)+(6-1))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1574,"(-3,)","('((6-4)-(6-1))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1575,"(3,)","('((6-1)-(6-4))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1576,"(10,)","('((6-4)*(6-1))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1577,"(0.4,)","('((6-4)/(6-1))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1578,"(2.5,)","('((6-1)/(6-4))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1579,"(7,)","('((6-1)+(6-4))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1580,"(10,)","('((6-1)*(6-4))',)","(2, 5)","('(6-4)', '(6-1)')",151.0,3
1581,"(8,)","('((6-4)+(1*6))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1582,"(-4,)","('((6-4)-(1*6))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1583,"(4,)","('((1*6)-(6-4))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1584,"(12,)","('((6-4)*(1*6))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1585,"(0.3333333333333333,)","('((6-4)/(1*6))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1586,"(3.0,)","('((1*6)/(6-4))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1587,"(8,)","('((1*6)+(6-4))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1588,"(12,)","('((1*6)*(6-4))',)","(2, 6)","('(6-4)', '(1*6)')",152.0,3
1589,"(2.1666666666666665,)","('((6-4)+(1/6))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1590,"(1.8333333333333333,)","('((6-4)-(1/6))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1591,"(-1.8333333333333333,)","('((1/6)-(6-4))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1592,"(0.3333333333333333,)","('((6-4)*(1/6))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1593,"(12.0,)","('((6-4)/(1/6))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1594,"(0.08333333333333333,)","('((1/6)/(6-4))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1595,"(2.1666666666666665,)","('((1/6)+(6-4))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1596,"(0.3333333333333333,)","('((1/6)*(6-4))',)","(2, 0.16666666666666666)","('(6-4)', '(1/6)')",153.0,3
1597,"(8.0,)","('((6-4)+(6/1))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1598,"(-4.0,)","('((6-4)-(6/1))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1599,"(4.0,)","('((6/1)-(6-4))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1600,"(12.0,)","('((6-4)*(6/1))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1601,"(0.3333333333333333,)","('((6-4)/(6/1))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1602,"(3.0,)","('((6/1)/(6-4))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1603,"(8.0,)","('((6/1)+(6-4))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1604,"(12.0,)","('((6/1)*(6-4))',)","(2, 6.0)","('(6-4)', '(6/1)')",154.0,3
1605,"(9,)","('(6+(1+(6-4)))',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1606,"(3,)","('(6-(1+(6-4)))',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1607,"(-3,)","('((1+(6-4))-6)',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1608,"(18,)","('(6*(1+(6-4)))',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1609,"(2.0,)","('(6/(1+(6-4)))',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1610,"(0.5,)","('((1+(6-4))/6)',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1611,"(9,)","('((1+(6-4))+6)',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1612,"(18,)","('((1+(6-4))*6)',)","(6, 3)","('6', '(1+(6-4))')",155.0,3
1613,"(5,)","('(6+(1-(6-4)))',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1614,"(7,)","('(6-(1-(6-4)))',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1615,"(-7,)","('((1-(6-4))-6)',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1616,"(-6,)","('(6*(1-(6-4)))',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1617,"(-6.0,)","('(6/(1-(6-4)))',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1618,"(-0.16666666666666666,)","('((1-(6-4))/6)',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1619,"(5,)","('((1-(6-4))+6)',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1620,"(-6,)","('((1-(6-4))*6)',)","(6, -1)","('6', '(1-(6-4))')",156.0,3
1621,"(7,)","('(6+((6-4)-1))',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1622,"(5,)","('(6-((6-4)-1))',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1623,"(-5,)","('(((6-4)-1)-6)',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1624,"(6,)","('(6*((6-4)-1))',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1625,"(6.0,)","('(6/((6-4)-1))',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1626,"(0.16666666666666666,)","('(((6-4)-1)/6)',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1627,"(7,)","('(((6-4)-1)+6)',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1628,"(6,)","('(((6-4)-1)*6)',)","(6, 1)","('6', '((6-4)-1)')",157.0,3
1629,"(8,)","('(6+(1*(6-4)))',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1630,"(4,)","('(6-(1*(6-4)))',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1631,"(-4,)","('((1*(6-4))-6)',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1632,"(12,)","('(6*(1*(6-4)))',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1633,"(3.0,)","('(6/(1*(6-4)))',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1634,"(0.3333333333333333,)","('((1*(6-4))/6)',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1635,"(8,)","('((1*(6-4))+6)',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1636,"(12,)","('((1*(6-4))*6)',)","(6, 2)","('6', '(1*(6-4))')",158.0,3
1637,"(6.5,)","('(6+(1/(6-4)))',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1638,"(5.5,)","('(6-(1/(6-4)))',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1639,"(-5.5,)","('((1/(6-4))-6)',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1640,"(3.0,)","('(6*(1/(6-4)))',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1641,"(12.0,)","('(6/(1/(6-4)))',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1642,"(0.08333333333333333,)","('((1/(6-4))/6)',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1643,"(6.5,)","('((1/(6-4))+6)',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1644,"(3.0,)","('((1/(6-4))*6)',)","(6, 0.5)","('6', '(1/(6-4))')",159.0,3
1645,"(8.0,)","('(6+((6-4)/1))',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1646,"(4.0,)","('(6-((6-4)/1))',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1647,"(-4.0,)","('(((6-4)/1)-6)',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1648,"(12.0,)","('(6*((6-4)/1))',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1649,"(3.0,)","('(6/((6-4)/1))',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1650,"(0.3333333333333333,)","('(((6-4)/1)/6)',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1651,"(8.0,)","('(((6-4)/1)+6)',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1652,"(12.0,)","('(((6-4)/1)*6)',)","(6, 2.0)","('6', '((6-4)/1)')",160.0,3
1653,"(9,)","('((6-4)+(6+1))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1654,"(-5,)","('((6-4)-(6+1))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1655,"(5,)","('((6+1)-(6-4))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1656,"(14,)","('((6-4)*(6+1))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1657,"(0.2857142857142857,)","('((6-4)/(6+1))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1658,"(3.5,)","('((6+1)/(6-4))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1659,"(9,)","('((6+1)+(6-4))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1660,"(14,)","('((6+1)*(6-4))',)","(2, 7)","('(6-4)', '(6+1)')",161.0,3
1661,"(8,)","('((6-4)+(6*1))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1662,"(-4,)","('((6-4)-(6*1))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1663,"(4,)","('((6*1)-(6-4))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1664,"(12,)","('((6-4)*(6*1))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1665,"(0.3333333333333333,)","('((6-4)/(6*1))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1666,"(3.0,)","('((6*1)/(6-4))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1667,"(8,)","('((6*1)+(6-4))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1668,"(12,)","('((6*1)*(6-4))',)","(2, 6)","('(6-4)', '(6*1)')",162.0,3
1669,"(9,)","('(1+(6+(6-4)))',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1670,"(-7,)","('(1-(6+(6-4)))',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1671,"(7,)","('((6+(6-4))-1)',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1672,"(8,)","('(1*(6+(6-4)))',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1673,"(0.125,)","('(1/(6+(6-4)))',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1674,"(8.0,)","('((6+(6-4))/1)',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1675,"(9,)","('((6+(6-4))+1)',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1676,"(8,)","('((6+(6-4))*1)',)","(1, 8)","('1', '(6+(6-4))')",163.0,3
1677,"(5,)","('(1+(6-(6-4)))',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1678,"(-3,)","('(1-(6-(6-4)))',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1679,"(3,)","('((6-(6-4))-1)',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1680,"(4,)","('(1*(6-(6-4)))',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1681,"(0.25,)","('(1/(6-(6-4)))',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1682,"(4.0,)","('((6-(6-4))/1)',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1683,"(5,)","('((6-(6-4))+1)',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
1684,"(4,)","('((6-(6-4))*1)',)","(1, 4)","('1', '(6-(6-4))')",164.0,3
